nazwa,marka,cena_aktualna,dlugosc_rekawa,fason_clean,trend_score,bawełna_pct,poliester_pct,elastan_pct,wiskoza_pct,wełna_pct,len_pct,jedwab_pct,nylon_pct,poliamid_pct,lyocell_pct,modal_pct,akryl_pct,kaszmir_pct,poliuretan_pct,natural_material_pct,synthetic_material_pct,premium_material_pct
t-shirt z nadrukiem,diverse,71.99,Półrękawek,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,massimo dutti,129.0,Krótki rękaw,koszulka regular fit,3.33,80,0,0,20,0,0,0,0,0,0,0,0,0,0,80,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,boggi milano,579.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,reiss regular,451.0,Krótki rękaw,koszulka regular fit,3.33,0,77,7,16,0,0,0,0,0,0,0,0,0,0,0,84,0
t-shirt basic,next essential,52.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,polo ralph lauren,379.0,Krótki rękaw,koszulka slim fit,32.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,jack & jones,63.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,lindbergh koszulka,119.96,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,blend,169.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,159.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,s.oliver,69.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
top,nike performance,143.0,Bez rękawów,koszulka skinny fit,0.0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt z nadrukiem,mister tee,61.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,blend,169.0,Krótki rękaw,koszulka regular fit,3.33,50,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0
koszulka sportowa,dynafit sky,219.0,Krótki rękaw,koszulka regular fit,3.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
koszulka polo,hugo,311.0,Krótki rękaw,koszulka regular fit,3.33,92,0,8,0,0,0,0,0,0,0,0,0,0,0,92,8,0
t-shirt z nadrukiem,jack & jones,86.2,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,mustang,99.95,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,ps paul,469.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,mister tee,82.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka sportowa,on,360.0,Krótki rękaw,koszulka regular fit,3.33,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt basic,tiger of,399.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,qs,89.99,Półrękawek,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,superdry &,129.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,farah danny,145.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,upscale by,82.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,allsaints,319.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
bluzka z długim rękawem,guess,143.0,Długi rękaw,koszulka slim fit,32.2,95,0,5,0,0,0,0,0,0,0,0,0,0,0,95,5,0
t-shirt basic,nn.07 adam,260.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,quiksilver,109.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,pier one,64.0,Krótki rękaw,koszulka slim fit,32.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,gant,409.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,selected,279.99,Krótki rękaw,koszulka regular fit,3.33,0,20,0,50,0,0,0,30,0,0,0,0,0,0,0,50,0
t-shirt z nadrukiem,polo ralph lauren,559.0,Półrękawek,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka sportowa,adidas performance,649.0,Krótki rękaw,koszulka regular fit,3.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt z nadrukiem,bershka,59.9,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,boggi milano,529.0,Krótki rękaw,koszulka regular fit,3.33,56,39,5,0,0,0,0,0,0,0,0,0,0,0,56,44,0
t-shirt basic,nils sundström,79.95,Krótki rękaw,koszulka regular fit,3.33,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
t-shirt z nadrukiem,boss,287.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,next,52.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,hackett london,709.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,karl kani,118.0,Półrękawek,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,puma,79.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,calvin klein,188.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,próchnik,169.9,Krótki rękaw,koszulka regular fit,3.33,0,0,0,70,0,0,0,30,0,0,0,0,0,0,0,30,0
t-shirt basic,boss,172.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,polo ralph lauren,519.0,Krótki rękaw,koszulka regular fit,3.33,90,10,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0
t-shirt z nadrukiem,ps paul,319.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,matinique,319.0,Krótki rękaw,koszulka regular fit,3.33,87,11,2,0,0,0,0,0,0,0,0,0,0,0,87,13,0
koszulka polo,lerros,262.0,Krótki rękaw,koszulka regular fit,3.33,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
t-shirt basic,camel active,129.95,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,ellesse acciano,89.25,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,mister tee,70.0,Półrękawek,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,ea7 emporio armani,319.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka reprezentacji,nike performance,339.0,Krótki rękaw,koszulka regular fit,3.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt z nadrukiem,billabong,149.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,u.s. polo assn.,109.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka sportowa,under armour,129.99,Krótki rękaw,koszulka regular fit,3.33,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
t-shirt z nadrukiem,dc shoes,149.99,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,upscale by,79.0,Krótki rękaw,koszulka oversize,22.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,prosto,125.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,nike performance,169.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,jack & jones,89.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,karma8a,279.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,lindbergh,149.95,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,scalpers,137.35,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,scalpers,168.77,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,klitmøller collective,275.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,yourturn unisex,84.0,Półrękawek,koszulka loose fit,3.33,57,38,5,0,0,0,0,0,0,0,0,0,0,0,57,43,0
koszulka polo,polo ralph lauren,402.0,Krótki rękaw,koszulka slim fit,32.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,boggi milano,479.0,Krótki rękaw,koszulka regular fit,3.33,0,36,0,0,0,19,0,0,0,45,0,0,0,0,19,36,19
koszulka polo,closed,899.0,Krótki rękaw,koszulka regular fit,3.33,70,0,0,0,0,0,0,0,30,0,0,0,0,0,70,30,0
koszulka polo,lerros,286.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,gant,215.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,jp1880,109.99,Krótki rękaw,koszulka regular fit,3.33,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
koszulka polo,casamoda koszulka,212.37,Krótki rękaw,koszulka regular fit,3.33,95,0,5,0,0,0,0,0,0,0,0,0,0,0,95,5,0
t-shirt z nadrukiem,jp1880,139.99,Krótki rękaw,koszulka regular fit,3.33,0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,100,0
koszulka polo,lacoste,549.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,mustang,99.95,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,marc o'polo,129.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,dstrezzed stewart,112.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,han kjøbenhavn,369.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,calvin klein,84.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,jack & jones,80.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,han kjøbenhavn,369.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka sportowa,nike performance,229.0,Krótki rękaw,koszulka regular fit,3.33,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
koszulka polo,oakley,379.0,Półrękawek,koszulka loose fit,3.33,53,30,0,0,0,0,0,0,0,0,0,0,0,0,53,30,0
koszulka polo,jbs of,250.99,Krótki rękaw,koszulka regular fit,3.33,30,0,5,65,0,0,0,0,0,0,0,0,0,0,30,5,0
t-shirt z nadrukiem,puma,119.0,Krótki rękaw,koszulka regular fit,3.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt basic,jack & jones,63.95,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,ps paul,469.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,iceberg,1029.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,maerz muenchen,532.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,lindbergh,178.96,Krótki rękaw,koszulka slim fit,32.2,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,20,0
koszulka polo,scalpers,168.77,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,armani exchange,359.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,ochnik,99.9,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,the north face,143.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,polo ralph lauren,699.0,Krótki rękaw,koszulka regular fit,3.33,84,16,0,0,0,0,0,0,0,0,0,0,0,0,84,16,0
bluzka z długim rękawem,pier one,76.0,Długi rękaw,koszulka regular fit,3.33,35,65,0,0,0,0,0,0,0,0,0,0,0,0,35,65,0
koszulka polo,lonsdale,179.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,signal olau,210.82,Krótki rękaw,koszulka regular fit,3.33,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
t-shirt z nadrukiem,emporio armani,573.75,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,puma,71.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka sportowa,columbia parsons,161.0,Krótki rękaw,koszulka regular fit,3.33,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt basic,blend,89.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,guess,265.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,venum 20th,169.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,champion,98.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,versace,2029.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,huf unisex,179.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,finshley &,149.95,Krótki rękaw,koszulka regular fit,3.33,96,0,4,0,0,0,0,0,0,0,0,0,0,0,96,4,0
t-shirt basic,next,52.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,scalpers,168.77,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,selected,98.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,mustang,149.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,169.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,pier one,40.0,Długi rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,blend,66.0,Półrękawek,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka sportowa,nike performance,109.0,Krótki rękaw,koszulka slim fit,32.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
koszulka polo,bondelid,199.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,pako lorente,149.99,Krótki rękaw,koszulka loose fit,3.33,97,0,3,0,0,0,0,0,0,0,0,0,0,0,97,3,0
bluzka z długim rękawem,pull&bear,89.9,Długi rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,mister tee,76.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,merchcode green,82.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,karl lagerfeld,233.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,u.s. polo assn.,81.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,only & sons,240.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,nn.07 paul,719.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,guess,159.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,mister tee,61.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,adidas originals,139.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,ea7 emporio armani,319.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,polo club,213.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,fila,125.0,Krótki rękaw,koszulka regular fit,3.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
koszulka polo,lee,139.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,kidsuper,103.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,won hundred,899.0,Krótki rękaw,koszulka regular fit,3.33,66,0,0,0,0,0,0,0,34,0,0,0,0,0,66,34,0
t-shirt z nadrukiem,lonsdale,119.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,lerros,334.0,Krótki rękaw,koszulka regular fit,3.33,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
t-shirt basic,karl lagerfeld,387.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,karl lagerfeld,233.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,s.oliver,299.99,Krótki rękaw,koszulka regular fit,3.33,70,0,0,0,0,0,30,0,0,0,0,0,0,0,100,0,30
t-shirt basic,quartz co,144.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,liu jo,439.19,Krótki rękaw,koszulka regular fit,3.33,60,0,0,30,0,0,10,0,0,0,0,0,0,0,70,0,10
t-shirt z nadrukiem,versace,1064.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,bogner,1120.0,Krótki rękaw,koszulka regular fit,3.33,54,14,0,23,0,0,6,0,0,0,0,0,3,0,63,14,9
t-shirt z nadrukiem,annarr,170.0,Półrękawek,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,179.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,element,149.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,adidas performance,199.0,Krótki rękaw,koszulka regular fit,3.33,90,0,10,0,0,0,0,0,0,0,0,0,0,0,90,10,0
t-shirt basic,tommy jeans,134.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,99.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,carhartt wip,249.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,henry tiger,109.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,allsaints,203.34,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,samsøe samsøe,260.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,gant,179.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,elias rumelis,217.0,Krótki rękaw,koszulka loose fit,3.33,95,0,5,0,0,0,0,0,0,0,0,0,0,0,95,5,0
t-shirt basic,billabong,109.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,ellesse d’italia,148.75,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,next,376.0,Krótki rękaw,koszulka slim fit,32.2,95,0,5,0,0,0,0,0,0,0,0,0,0,0,95,5,0
t-shirt z nadrukiem,blkvis unisex,112.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,levi's®,109.0,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,diverse,99.99,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,matinique jermane,183.2,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,nike performance,189.99,Krótki rękaw,koszulka regular fit,3.33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
t-shirt basic,bamboo basics,161.0,Krótki rękaw,koszulka regular fit,3.33,28,0,4,68,0,0,0,0,0,0,0,0,0,0,28,4,0
t-shirt z nadrukiem,henry tiger,169.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,polo ralph lauren,469.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,marc o'polo,179.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,brooks brothers,465.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,blend,169.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,s.oliver,69.99,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt z nadrukiem,arkk copenhagen,249.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
t-shirt basic,pull&bear join,45.9,Krótki rękaw,koszulka loose fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
koszulka polo,felix hardy,125.0,Krótki rękaw,koszulka regular fit,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
