kategoria_produktu,nazwa,marka,cena_aktualna,cena_regularna,material,fason,ksztalt,rodzaj_dekoltu,dlugosc_rekawa,fason_clean,trend_score
koszulki z krótkim rękawem (męskie),aston martin - t-shirt z nadrukiem,puma aston martin,339.0,329.0,100% poliester,regular,Prosty,Okrągły,Półrękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,363.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,gant,170.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),3 pack - koszulka polo,pier one 3 pack,55.0,109.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),yungblud on stage - t-shirt z nadrukiem,rockshirts yungblud on stage,99.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,fatface,202.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,89.99,59.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),fuji unisex - t-shirt z nadrukiem,edwin fuji unisex,199.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),amon - t-shirt z nadrukiem,solid amon,129.0,229.99,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,versace jeans couture,552.0,849.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,bershka,75.9,99.0,100% bawełna,regular,Prosty,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - top,yourturn unisex,69.0,89.0,100% bawełna,regular,Prosty,Okrągły,Bardzo krótki rękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,gap,129.0,269.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,nike golf,242.0,,100% poliester,regular,Dopasowany,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),boxy fit - t-shirt basic,pull&bear boxy fit,55.9,79.0,"97% bawełna, 3% elastan",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),monkey rodeo - t-shirt z nadrukiem,henry tiger monkey rodeo,99.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,massimo dutti,129.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),housemark graphic tee - t-shirt z nadrukiem,levi's® housemark graphic tee,139.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,adidas originals,219.0,159.0,"52% bawełna, 48% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),kiss destroyer album - t-shirt z nadrukiem,kiss kiss destroyer album,99.0,79.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,84.95,99.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,the tracksuit club unisex,126.0,279.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,nike sportswear,132.0,,100% bawełna,regular,Prosty,,Półrękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,gcds,739.0,439.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,s.oliver,69.99,129.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,patriòt,311.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),silas - top,les deux silas,359.0,489.0,100% poliester,regular,Prosty,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,seidensticker,299.0,129.0,100% bawełna,slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- koszulka polo,grimey,316.32,189.0,100% poliester,loose fit,Prosty,Wycięcie typu V,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,s.oliver,89.99,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),bheswin - t-shirt basic,blend bheswin,129.0,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),wallo - koszulka polo,indicode jeans wallo,109.99,211.99,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,puma,399.0,309.0,"94% poliester, 6% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,tommy jeans,170.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,msgm,1189.0,539.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,jack & jones,74.99,129.0,100% bawełna,regular,Prosty,Okrągły,Półrękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,calvin klein jeans unisex,146.0,209.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,filippa k,409.0,529.0,"95% bawełna, 5% elastan",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,hugo,179.0,,100% bawełna,regular,Prosty,Okrągły,Bardzo krótki rękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,74.99,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),t-shirt z nadrukiem,helly hansen t,129.0,164.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,camel active,139.95,119.0,"71% bawełna, 25% poliester, 4% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,diverse,62.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,carne bollente unisex,180.0,359.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl kani,118.0,169.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mustang,128.01,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,pull&bear,79.9,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,53.95,59.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,47.95,59.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,dickies,179.0,199.0,100% bawełna,loose fit,Prosty,Okrągły,Długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl kani,119.0,79.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),oversize fit - t-shirt basic,dropsize oversize fit,82.0,99.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),normale passform 2 pack bangor - t-shirt z nadrukiem,lonsdale normale passform 2 pack bangor,127.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),netherlands 2026/27 home - koszulka sportowa,nike performance netherlands 2026/27 home,679.0,549.0,100% poliester,slim,Dopasowany,Kopertowy,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,reternity,175.0,319.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren,1009.0,699.0,100% bawełna,loose fit,Prosty,,Długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),bolton unisex - t-shirt z nadrukiem,edwin bolton unisex,249.0,289.0,"50% bawełna, 50% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),oscar - koszulka polo,pepe jeans oscar,229.0,329.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones performance,89.95,99.99,"95% wiskoza, 5% elastan",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,libertine,249.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),gio - t-shirt z nadrukiem,pepe jeans gio,159.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),wilbur - t-shirt basic,indicode jeans wilbur,89.99,,100% bawełna,slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),oversize - t-shirt z nadrukiem,marc o'polo oversize,229.0,179.0,100% bawełna,nadwymiarowy,Prosty,Okrągły,Krótki rękaw,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),garm - t-shirt z nadrukiem,wrstbhvr garm,238.0,,100% bawełna,nadwymiarowy,Prosty,Okrągły,Półrękawek,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),- t-shirt basic,pier one sport,97.0,129.0,"92% poliester, 8% elastan",slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),unisex - t-shirt basic,yourturn unisex,80.0,89.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),jordia - t-shirt z nadrukiem,jack & jones jordia,63.95,79.99,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),regular fit - t-shirt basic,gant regular fit,205.26,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,wasted paris unisex,90.0,179.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,billionaire boys club,789.0,2519.0,100% bawełna,nadwymiarowy,Prosty,,Długi rękaw,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,men plus,112.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),miler - koszulka sportowa,nike performance miler,159.0,139.0,100% poliester,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),odyssey - t-shirt z nadrukiem,allsaints odyssey,278.0,309.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),slhaspen - t-shirt basic,selected slhaspen,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,puma unisex,152.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),bhortwin - t-shirt z nadrukiem,blend bhortwin,60.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,superdry & co,169.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,69.99,79.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),kamil - t-shirt basic,blend kamil,69.0,79.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),bhtee - t-shirt z nadrukiem,blend bhtee,80.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),borussia dortmund ftblculture - artykuły klubowe,puma borussia dortmund ftblculture,129.0,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren big & tall,609.0,529.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),credits oversize - t-shirt z nadrukiem,upscale by mister tee credits oversize,76.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),kurzarm - t-shirt basic,camel active kurzarm,99.95,129.0,"50% bawełna, 50% poliester",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,67.45,89.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),wiley ufo - t-shirt z nadrukiem,no problemo wiley ufo,181.0,279.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - koszulka polo,kappa unisex,155.0,,100% poliester,loose fit,Prosty,,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),prillian - koszulka polo,11 project prillian,82.0,129.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),miler - bluzka z długim rękawem,nike performance miler,249.0,259.0,100% poliester,regular,Dopasowany,,Bardzo długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,bershka,59.9,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,moschino,879.0,359.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,99.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,carhartt wip,219.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,nike acg,206.0,,"63% poliester, 37% bawełna",loose fit,Prosty,Okrągły,Długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),jprblalucas - t-shirt z nadrukiem,jack & jones premium jprblalucas,80.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),muusmo - t-shirt basic,rukka muusmo,139.0,199.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,ripndip,219.0,229.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),mit stickerei racing team - koszulka polo,carisma mit stickerei racing team,266.51,,100% bawełna,regular,Prosty,,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,79.95,99.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),dinkee - t-shirt z nadrukiem,hugo dinkee,132.0,329.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,calvin klein,164.0,219.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),6.0 unisex - bluzka z długim rękawem,arkk copenhagen 6.0 unisex,278.0,,100% bawełna,loose fit,Prosty,Okrągły,Długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt basic,yourturn unisex,79.0,119.0,"60% bawełna, 35% poliester, 5% elastan",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),bh3pack - t-shirt z nadrukiem,blend bh3pack,116.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jacko - t-shirt basic,pepe jeans jacko,135.0,109.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,hugo,229.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,levi's®,109.0,289.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,seaside,89.99,,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,calvin klein jeans,125.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),american classic - t-shirt basic,pme legend american classic,149.0,211.99,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),space dye - bluzka z długim rękawem,pier one space dye,67.0,74.0,"60% bawełna, 40% poliester",slim,Dopasowany,Typu Henley,Długi rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,ea7 emporio armani,379.0,129.0,"78% poliester, 22% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),dune - t-shirt z nadrukiem,diverse dune,99.99,159.0,100% bawełna,regular,Prosty,Okrągły,Półrękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,67.45,74.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jordan,143.0,,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,closed,589.0,499.0,"83% bawełna, 17% poliester",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,scalpers,121.5,151.88,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,62.95,69.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,149.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,rip curl unisex,125.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,calvin klein jeans,116.0,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,yourturn,69.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,santa cruz unisex,66.0,189.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,polo ralph lauren,539.0,599.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),tiro26 - koszulka polo,adidas performance tiro26,179.0,269.0,"70% bawełna, 30% poliester",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,balmohk,79.99,99.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),jjindiana - t-shirt z nadrukiem,jack & jones jjindiana,69.0,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),iron maiden eddie live flames - t-shirt z nadrukiem,rockshirts iron maiden eddie live flames,109.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),sdfigos - t-shirt basic,solid sdfigos,60.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,s.oliver,76.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,boss,349.0,,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),heath - koszulka polo,j.lindeberg sports heath,359.0,399.0,100% poliester,regular fit,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,levi's®,107.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas originals,134.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),darro - t-shirt z nadrukiem,hugo darro,359.0,229.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),walsh - bluzka z długim rękawem,j.lindeberg walsh,669.0,379.0,100% bawełna,loose fit,Prosty,Okrągły,Bardzo długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),jjecorp - t-shirt z nadrukiem,jack & jones jjecorp,59.99,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,holzweiler,719.0,1039.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,35.0,69.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),set - koszulka sportowa,hummel set,136.0,179.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,tommy jeans,216.0,309.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - bluzka z długim rękawem,halo unisex,295.0,119.0,100% bawełna,regular,Prosty,Okrągły,Bardzo długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,danish endurance,259.0,519.0,"80% wełna, 20% poliamid",skinny,Dopasowanie do figury,Okrągły,Krótki rękaw,koszulka skinny fit,0.0
koszulki z krótkim rękawem (męskie),ac dc - t-shirt z nadrukiem,rockshirts ac dc,109.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,99.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,diverse,53.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),1985 regular fit pique polo shirt - koszulka polo,tommy hilfiger 1985 regular fit pique polo shirt,332.0,369.0,"96% bawełna, 4% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,109.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl lagerfeld,233.0,,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren,419.0,339.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl lagerfeld,389.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,off,879.0,439.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
