kategoria_produktu,nazwa,marka,cena_aktualna,cena_regularna,material,fason,ksztalt,rodzaj_dekoltu,dlugosc_rekawa,fason_clean,trend_score
koszulki z krótkim rękawem (męskie),- t-shirt basic,superdry & co,109.0,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,arket,250.0,139.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),free wheel - t-shirt z nadrukiem,volcom free wheel,149.0,129.0,"50% bawełna, 50% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,tom tailor,90.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,adidas terrex,199.0,179.0,100% poliester,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,umbro unisex,179.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mustang,99.95,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jorcatskills - t-shirt z nadrukiem,jack & jones jorcatskills,99.99,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,64.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),regular - t-shirt basic,seidensticker regular,199.0,359.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),lunar bear - t-shirt z nadrukiem,smartwool lunar bear,329.0,199.9,"56% wełna, 44% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),freddy - t-shirt z nadrukiem,the new originals freddy,319.0,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,dstrezzed,196.0,359.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,109.99,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,seidensticker,229.0,179.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,o'neill,118.15,,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,mos mosh gallery,300.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),basketball - t-shirt z nadrukiem,henry tiger basketball,179.99,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,students,215.0,,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,superdry & co,169.0,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,quiksilver,149.99,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,jack & jones,257.0,279.0,"92% bawełna, 8% elastan",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,casual friday,164.0,219.0,"40% poliester, 40% bawełna, 20% wiskoza",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,69.99,84.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,dropsize,73.0,99.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),regular fit - t-shirt basic,joules regular fit,134.0,247.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,diverse,71.99,,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,massimo dutti,129.0,126.56,"80% bawełna, 20% wiskoza",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,99.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,579.0,379.99,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),regular fit - t-shirt basic,reiss regular fit,451.0,799.0,"77% poliester, 16% wiskoza, 7% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),essential - t-shirt basic,next essential,52.0,129.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren,379.0,339.0,100% bawełna,slim,Dopasowany,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),jorcphpadel - t-shirt z nadrukiem,jack & jones jorcphpadel,63.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),koszulka polo,lindbergh koszulka polo,119.96,,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,blend,169.0,149.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),betty boop - t-shirt z nadrukiem,henry tiger betty boop,159.99,559.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,69.99,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,nike performance,143.0,,"90% poliester, 10% elastan",skinny,Dopasowanie do figury,Okrągły,Bez rękawów,koszulka skinny fit,0.0
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,61.0,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),rhythm blues - t-shirt z nadrukiem,henry tiger rhythm blues,99.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),dao - koszulka polo,blend dao,169.0,169.0,"50% bawełna, 50% lyocell",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),sky - koszulka sportowa,dynafit sky,219.0,179.0,100% poliester,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,hugo,311.0,479.0,"92% bawełna, 8% elastan",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,86.2,114.99,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,mustang,99.95,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,ps paul smith,469.0,359.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,82.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,on,360.0,139.0,"90% poliester, 10% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,tiger of sweden,399.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,qs,89.99,159.0,100% bawełna,regular,Prosty,Okrągły,Półrękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,superdry & co,129.0,199.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),danny - t-shirt basic,farah danny,145.0,305.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,upscale by mister tee,82.0,119.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,allsaints,319.0,129.99,100% bawełna,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,guess,143.0,159.0,"95% bawełna, 5% elastan",slim,Prosty,Okrągły,Długi rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),adam - t-shirt basic,nn.07 adam,260.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,quiksilver,109.99,196.58,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,pier one,64.0,129.0,100% bawełna,slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),slim shield ss pique polo - koszulka polo,gant slim shield ss pique polo,409.0,289.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,selected,279.99,359.0,"50% wiskoza, 30% nylon, 20% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,polo ralph lauren,559.0,649.0,100% bawełna,regular,Prosty,Okrągły,Półrękawek,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),italy 26 away - koszulka sportowa,adidas performance italy 26 away,649.0,449.0,100% poliester,regular,Dopasowany,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,bershka,59.9,79.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,529.0,,"56% bawełna, 39% poliester, 5% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,nils sundström,79.95,211.99,"60% bawełna, 40% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,boss,287.0,319.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,next,52.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),riviera - koszulka polo,hackett london riviera,709.0,179.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl kani,118.0,139.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,puma,79.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,calvin klein jeans unisex,188.0,209.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,próchnik,169.9,,"70% wiskoza, 30% nylon",regular fit,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,boss,172.0,229.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,polo ralph lauren,519.0,419.0,"90% bawełna, 10% poliester",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),t-shirt z nadrukiem,ps paul smith t,319.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,matinique,319.0,149.0,"87% bawełna, 11% poliester, 2% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lerros,262.0,211.99,"60% bawełna, 40% poliester",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,camel active,129.95,211.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),acciano - t-shirt basic,ellesse acciano,89.25,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,henry tiger,99.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mister tee,70.0,119.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),train core - t-shirt z nadrukiem,ea7 emporio armani train core,319.0,219.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),croatia - koszulka reprezentacji,nike performance croatia,339.0,,100% poliester,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,billabong,149.99,149.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,u.s. polo assn.,109.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),style ss-blk - koszulka sportowa,under armour style ss,129.99,159.0,"60% bawełna, 40% poliester",prosty,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,dc shoes,149.99,99.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),t-shirt z nadrukiem,upscale by mister tee t,79.0,159.0,100% bawełna,nadwymiarowy,Prosty,Okrągły,Krótki rękaw,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,prosto,125.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),asbury - t-shirt z nadrukiem,nike performance asbury,169.99,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,89.99,129.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karma8a,279.0,319.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,lindbergh,149.95,179.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,scalpers,137.35,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,scalpers,168.77,210.96,100% bawełna,regular fit,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,klitmøller collective,275.0,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt basic,yourturn unisex,84.0,89.0,"57% bawełna, 38% poliester, 5% elastan",loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),koszulka polo,polo ralph lauren koszulka polo,402.0,639.0,100% bawełna,slim,Prosty,,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- koszulka polo,boggi milano,479.0,234.99,"45% lyocell, 36% poliester, 19% len",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,closed,899.0,,"70% bawełna, 30% poliamid",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lerros,286.0,119.99,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,gant,215.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,jp1880,109.99,239.0,"60% bawełna, 40% poliester",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),koszulka polo,casamoda koszulka polo,212.37,129.99,"95% bawełna, 5% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jp1880,139.99,179.99,"96% poliester, 4% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),koszulka polo,lacoste koszulka polo,549.0,129.99,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,mustang,99.95,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,marc o'polo,129.0,209.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),stewart - t-shirt basic,dstrezzed stewart,112.0,229.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),diamond - t-shirt basic,han kjøbenhavn diamond,369.0,359.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
